user_id,username,role,grade,major,class_name,profile_tag,assessment_date,usage_frequency,scenario_pervasiveness,academic_substitution,independent_thinking_loss,result_verification_weakness,critical_judgement_weakness,academic_integrity_risk,privacy_security_risk,social_collaboration_displacement,emotional_dependence
1032,2023030002,student,2023,人工智能,2023级人工智能2班,效率驱动型,2025-09-15 19:33:00,64.0,75.56,78.35,56.54,43.21,48.03,46.87,39.95,41.43,51.81
1032,2023030002,student,2023,人工智能,2023级人工智能2班,效率驱动型,2025-10-20 18:09:00,61.35,67.32,82.48,57.88,50.07,39.55,58.61,36.38,40.8,48.16
1032,2023030002,student,2023,人工智能,2023级人工智能2班,效率驱动型,2025-12-21 20:27:00,64.16,74.96,75.0,61.48,51.38,52.05,51.95,37.04,42.66,49.81
1032,2023030002,student,2023,人工智能,2023级人工智能2班,效率驱动型,2026-04-06 18:41:00,67.24,75.53,77.5,58.63,45.15,41.77,50.13,42.0,41.36,52.95
1033,2024030001,student,2024,人工智能,2024级人工智能1班,自主审慎型,2025-10-16 19:13:00,37.0,52.95,54.29,37.18,36.31,30.54,37.93,22.61,22.32,32.45
1033,2024030001,student,2024,人工智能,2024级人工智能1班,自主审慎型,2026-04-05 22:59:00,39.43,55.36,55.5,41.49,32.83,29.2,40.29,30.77,29.0,34.35
1034,2024100002,student,2024,心理学,2024级心理2班,泛化依赖型,2025-09-21 20:19:00,80.51,79.96,82.73,66.38,48.25,46.59,53.66,39.66,44.71,54.64
1034,2024100002,student,2024,心理学,2024级心理2班,泛化依赖型,2026-03-18 21:52:00,76.53,78.41,72.75,64.52,46.05,49.54,55.51,46.65,47.51,57.53
1035,2024080001,student,2024,财务管理,2024级财管1班,平衡辅助型,2025-09-21 20:53:00,42.77,53.49,55.03,35.95,34.01,36.38,44.63,27.57,32.5,37.5
1035,2024080001,student,2024,财务管理,2024级财管1班,平衡辅助型,2025-10-12 18:32:00,40.78,51.07,57.66,46.54,36.81,27.13,38.15,19.94,32.12,42.81
1035,2024080001,student,2024,财务管理,2024级财管1班,平衡辅助型,2025-12-20 21:31:00,49.58,48.44,59.13,47.11,36.83,34.18,36.74,25.09,31.47,41.72
1036,2022050002,student,2022,网络工程,2022级网工2班,自主审慎型,2025-09-19 18:53:00,33.83,50.5,59.5,44.73,36.68,32.11,38.64,20.83,33.37,35.22
1036,2022050002,student,2022,网络工程,2022级网工2班,自主审慎型,2025-10-18 19:10:00,40.49,43.48,56.86,46.96,38.99,28.09,44.03,25.47,23.63,33.43
1036,2022050002,student,2022,网络工程,2022级网工2班,自主审慎型,2025-11-11 23:15:00,38.84,51.97,54.27,42.03,44.2,33.29,38.8,19.17,29.06,38.83
1036,2022050002,student,2022,网络工程,2022级网工2班,自主审慎型,2025-12-27 23:15:00,39.13,54.27,65.06,41.88,41.66,32.66,39.96,23.92,30.07,36.54
1036,2022050002,student,2022,网络工程,2022级网工2班,自主审慎型,2026-03-11 20:38:00,33.93,53.62,58.33,37.66,36.26,26.61,46.39,22.64,28.6,40.25
1037,2024010003,student,2024,软件工程,2024级软工3班,情绪迁移型,2025-10-18 21:19:00,43.58,64.12,73.11,53.75,42.85,38.85,55.79,32.44,46.54,65.09
1037,2024010003,student,2024,软件工程,2024级软工3班,情绪迁移型,2025-11-16 23:08:00,41.21,68.1,69.61,53.92,50.39,43.74,50.17,34.23,45.27,59.64
1037,2024010003,student,2024,软件工程,2024级软工3班,情绪迁移型,2026-03-11 18:04:00,54.28,60.14,83.91,51.18,40.35,46.76,48.95,39.64,52.97,65.2
1037,2024010003,student,2024,软件工程,2024级软工3班,情绪迁移型,2026-04-11 23:04:00,49.31,74.31,71.57,56.17,47.3,38.37,54.87,36.96,46.53,61.78
1038,2023070002,student,2023,电气工程及其自动化,2023级电气2班,泛化依赖型,2025-12-25 23:02:00,59.26,68.07,74.16,61.37,56.93,51.52,52.14,35.39,48.97,53.68
1038,2023070002,student,2023,电气工程及其自动化,2023级电气2班,泛化依赖型,2026-01-10 22:28:00,55.6,67.6,72.45,65.43,47.67,52.03,56.75,38.85,42.02,62.89
1038,2023070002,student,2023,电气工程及其自动化,2023级电气2班,泛化依赖型,2026-03-14 17:44:00,58.8,70.78,74.15,64.76,54.22,43.26,58.12,31.72,44.12,47.43
1038,2023070002,student,2023,电气工程及其自动化,2023级电气2班,泛化依赖型,2026-04-08 19:30:00,60.42,63.4,71.7,60.65,46.44,41.91,62.81,29.77,47.07,59.26
1039,2024090002,student,2024,汉语言文学,2024级汉文2班,泛化依赖型,2025-12-27 22:30:00,63.09,64.33,71.53,59.64,45.1,50.47,70.8,42.07,52.11,55.59
1039,2024090002,student,2024,汉语言文学,2024级汉文2班,泛化依赖型,2026-01-07 22:48:00,62.89,74.61,81.51,65.47,44.13,49.83,66.25,41.06,43.52,54.48
1039,2024090002,student,2024,汉语言文学,2024级汉文2班,泛化依赖型,2026-03-15 21:02:00,65.89,66.22,81.84,55.21,47.59,42.24,63.36,43.24,44.16,54.9
1040,2025030001,student,2025,人工智能,2025级人工智能1班,平衡辅助型,2025-09-22 20:14:00,39.76,52.43,53.25,35.18,38.64,34.76,46.74,33.83,29.0,44.39
1040,2025030001,student,2025,人工智能,2025级人工智能1班,平衡辅助型,2025-10-18 18:28:00,39.49,61.6,60.74,48.5,39.29,30.09,44.77,24.27,27.04,38.47
1040,2025030001,student,2025,人工智能,2025级人工智能1班,平衡辅助型,2025-12-27 20:45:00,40.01,58.01,56.8,44.51,30.62,29.86,44.4,30.08,31.22,36.8
1040,2025030001,student,2025,人工智能,2025级人工智能1班,平衡辅助型,2026-01-13 21:06:00,33.58,59.76,68.48,46.09,40.39,36.65,45.37,28.35,31.31,40.3
1040,2025030001,student,2025,人工智能,2025级人工智能1班,平衡辅助型,2026-04-09 22:20:00,39.08,54.57,57.14,45.92,36.29,37.12,47.67,28.21,31.99,37.56
1041,2025020002,student,2025,计算机科学与技术,2025级计科2班,平衡辅助型,2025-10-16 21:14:00,49.0,64.58,59.33,45.76,38.37,30.26,41.18,32.76,38.67,45.38
1041,2025020002,student,2025,计算机科学与技术,2025级计科2班,平衡辅助型,2025-11-08 21:53:00,56.12,68.88,68.19,50.87,41.98,33.36,44.54,24.85,38.73,47.65
1041,2025020002,student,2025,计算机科学与技术,2025级计科2班,平衡辅助型,2026-03-14 17:43:00,47.92,61.76,64.58,42.93,36.92,30.56,47.76,30.63,37.85,42.85
1041,2025020002,student,2025,计算机科学与技术,2025级计科2班,平衡辅助型,2026-04-09 19:49:00,46.63,66.7,65.14,41.69,31.13,34.37,40.69,30.98,40.96,46.27
1042,2022050003,student,2022,网络工程,2022级网工1班,高压替代型,2025-09-17 17:15:00,63.48,76.26,75.63,67.4,47.84,49.84,63.39,41.99,44.58,57.68
1042,2022050003,student,2022,网络工程,2022级网工1班,高压替代型,2025-11-09 20:35:00,66.69,78.35,87.31,70.86,56.24,57.99,63.28,36.7,56.31,61.79
1042,2022050003,student,2022,网络工程,2022级网工1班,高压替代型,2025-12-24 22:24:00,62.6,77.88,81.74,64.36,46.43,53.95,64.65,46.27,49.26,66.0
1042,2022050003,student,2022,网络工程,2022级网工1班,高压替代型,2026-01-09 21:36:00,67.71,84.39,82.21,73.19,56.0,49.93,59.76,49.11,51.1,65.15
1042,2022050003,student,2022,网络工程,2022级网工1班,高压替代型,2026-03-10 19:25:00,67.4,79.56,74.42,68.7,52.1,57.18,64.71,43.48,47.33,65.49
1043,2022060001,student,2022,数字媒体技术,2022级数媒1班,失衡高依赖型,2025-10-14 22:34:00,76.41,85.18,96.39,81.47,65.99,59.69,77.47,53.28,49.99,66.57
1043,2022060001,student,2022,数字媒体技术,2022级数媒1班,失衡高依赖型,2025-11-13 21:51:00,81.43,85.93,96.61,76.62,63.35,59.57,75.37,49.27,51.86,64.98
1043,2022060001,student,2022,数字媒体技术,2022级数媒1班,失衡高依赖型,2026-04-05 22:56:00,78.62,88.29,90.13,84.91,67.6,55.97,77.93,47.31,55.93,69.6
1044,2023040001,student,2023,数据科学与大数据技术,2023级数科1班,平衡辅助型,2025-09-22 18:46:00,36.79,54.22,60.46,44.33,30.35,23.71,31.86,28.7,26.69,36.71
1044,2023040001,student,2023,数据科学与大数据技术,2023级数科1班,平衡辅助型,2025-11-09 22:44:00,45.76,58.2,58.96,46.42,33.18,29.38,34.96,32.49,32.6,38.53
1044,2023040001,student,2023,数据科学与大数据技术,2023级数科1班,平衡辅助型,2026-03-11 19:54:00,42.18,57.84,53.9,39.53,35.94,29.39,35.57,29.19,28.58,35.12
1045,2025110001,student,2025,市场营销,2025级营销1班,自主审慎型,2025-09-16 17:18:00,28.63,42.12,46.89,40.85,30.41,28.84,32.47,20.96,27.47,31.69
1045,2025110001,student,2025,市场营销,2025级营销1班,自主审慎型,2025-12-27 19:51:00,31.13,40.32,45.37,33.55,22.36,34.57,33.5,19.24,28.42,32.24
1045,2025110001,student,2025,市场营销,2025级营销1班,自主审慎型,2026-01-12 19:18:00,32.1,39.45,50.26,37.24,27.52,26.41,31.22,20.65,29.78,40.21
1046,2024040002,student,2024,数据科学与大数据技术,2024级数科2班,情绪迁移型,2025-11-15 20:41:00,54.04,70.15,70.17,55.41,41.45,39.31,54.64,37.62,35.8,49.96
1046,2024040002,student,2024,数据科学与大数据技术,2024级数科2班,情绪迁移型,2025-12-23 21:20:00,58.35,72.61,77.86,54.99,47.72,44.46,51.99,40.84,41.72,55.99
1046,2024040002,student,2024,数据科学与大数据技术,2024级数科2班,情绪迁移型,2026-01-09 20:50:00,53.43,69.67,74.26,55.08,46.62,44.69,61.09,35.22,44.41,55.24
1046,2024040002,student,2024,数据科学与大数据技术,2024级数科2班,情绪迁移型,2026-04-06 21:09:00,55.97,75.27,79.47,60.71,51.22,47.62,53.98,35.45,42.45,56.94
1047,2022080003,student,2022,财务管理,2022级财管1班,效率驱动型,2025-09-20 21:52:00,56.81,62.67,76.09,55.08,51.85,40.64,54.18,38.21,38.2,48.85
